,formula,phase,processing,gfa
5207,Fe54Ni36Zr10,AM,meltspin,1
5208,Fe56.7Si15Tb28.3,AM,meltspin,1
5209,Fe5Ni31.35Zr63.65,AM,meltspin,1
5210,Fe5Ni75P20,AM,meltspin,1
5211,Fe6.6Ni26.4Zr67,AM,meltspin,1
5212,Fe6.7Pd76.8Si16.5,AM,meltspin,1
5213,Fe60Ni20P20,AM,meltspin,1
5214,Fe61.7Si7.5Tb30.8,AM,meltspin,1
5215,Fe63Hf37Ta0,AM,sputtering,1
5216,Fe63Ni27Zr10,AM,meltspin,1
5217,Fe64Hf8Ta28,AM,sputtering,1
5218,Fe65Hf4Ta31,AM,sputtering,1
5219,Fe65Si2.5Tb32.5,AM,meltspin,1
5220,Fe66.7Si0Tb33.3,CR,meltspin,0
5221,Fe68Mn15P17,AM,meltspin,1
5222,Fe70Hf13Ta17,AM,sputtering,1
5223,Fe71Mn12P17,AM,meltspin,1
5224,Fe72Hf19Ta9,AM,sputtering,1
5225,Fe72Ni18Zr10,AM,meltspin,1
5226,Fe74Mn9P17,AM,meltspin,1
5227,Fe74Mo9P17,AM,meltspin,1
5228,Fe74P17V9,AM,meltspin,1
5229,Fe76.5Ni13.5Zr10,AM,meltspin,1
5230,Fe76Hf22Ta2,AM,sputtering,1
5231,Fe76Mo7P17,AM,meltspin,1
5232,Fe76P17V7,AM,meltspin,1
5233,Fe7Pd73Si20,AM,meltspin,1
5234,Fe80Ni0P20,AM,meltspin,1
5235,Fe80P10Si10,AM,meltspin,1
5236,Fe80P11Si9,AM,meltspin,1
5237,Fe80P12Si8,AM,meltspin,1
5238,Fe80P13Si7,AM,meltspin,1
5239,Fe80P14Si6,AM,meltspin,1
5240,Fe80P15Si5,AM,meltspin,1
5241,Fe80P16Si4,AM,meltspin,1
5242,Fe80P17.5Si2.5,AM,meltspin,1
5243,Fe80P18Si2,AM,meltspin,1
5244,Fe80P20Si0,AM,meltspin,1
5245,Fe80P9.5Si10.5,AM,meltspin,1
5246,Fe81Ni9Zr10,AM,meltspin,1
5247,Fe82Mn8Zr10,AM,meltspin,1
5248,Fe84Gd6Zr10,CR,meltspin,0
5249,Fe84La6Zr10,AM,meltspin,1
5250,Fe84Pr6Zr10,AM,meltspin,1
5251,Fe86Mn4Zr10,AM,meltspin,1
5252,Fe88.4Hf2.1O9.5,CR,sputtering,0
5253,Fe88Gd2Zr10,AM,meltspin,1
5254,Fe88La2Zr10,AM,meltspin,1
5255,Fe88Mn2Zr10,AM,meltspin,1
5256,Fe88Pr2Zr10,AC,meltspin,0
5257,Fe89.7Gd0.3Zr10,AM,meltspin,1
5258,Fe89.7La0.3Zr10,AM,meltspin,1
5259,Fe89.7Pr0.3Zr10,AM,meltspin,1
5260,Fe89.91Ge0.09Zr10,AM,meltspin,1
5261,Fe89.91Si0.09Zr10,AM,meltspin,1
5262,Fe89.91V0.09Zr10,AM,meltspin,1
5263,Fe89.946Ge0.054Zr10,AM,meltspin,1
5264,Fe89.946Si0.054Zr10,AM,meltspin,1
5265,Fe89.946V0.054Zr10,AM,meltspin,1
5266,Fe89.964Ge0.036Zr10,AM,meltspin,1
5267,Fe89.964Si0.036Zr10,AM,meltspin,1
5268,Fe89.964V0.036Zr10,AM,meltspin,1
5269,Fe89.982Ge0.018Zr10,AM,meltspin,1
5270,Fe89.982Si0.018Zr10,AM,meltspin,1
5271,Fe89.982V0.018Zr10,AM,meltspin,1
5272,Fe9.9Ni23.1Zr67,AM,meltspin,1
5273,Fe90Ge0Zr10,AM,meltspin,1
5274,Fe90Mn0Zr10,AM,meltspin,1
5275,Fe90Ni0Zr10,AM,meltspin,1
5276,Fe90Sc10Zr0,AM,meltspin,1
5277,Fe90Si0Zr10,AM,meltspin,1
5278,Fe90V0Zr10,AM,meltspin,1
5279,Fe9Ni81Zr10,AM,meltspin,1
5280,Ge0Nb77Si23,AM,meltspin,1
5281,Ge0Nb80Si20,AM,meltspin,1
5282,Ge0Pd79Si21,AM,meltspin,1
5283,Ge0Pd80Si20,AM,meltspin,1
5284,Ge0Pd82Si18,AM,meltspin,1
5285,Ge0Pd84Si16,AM,meltspin,1
5286,Ge0Pd85Si15,AM,meltspin,1
5287,Ge13Nb0Zr87,AM,meltspin,1
5288,Ge13Nb77Si10,AM,meltspin,1
5289,Ge15Mo0Zr85,AM,meltspin,1
5290,Ge15Mo10Zr75,AM,meltspin,1
5291,Ge15Mo20Zr65,AM,meltspin,1
5292,Ge15Nb0Zr85,AM,meltspin,1
5293,Ge15Nb10Zr75,AM,meltspin,1
5294,Ge15Nb20Zr65,AM,meltspin,1
5295,Ge15Nb30Zr55,AM,meltspin,1
5296,Ge15Nb40Zr45,AM,meltspin,1
5297,Ge15Nb50Zr35,AM,meltspin,1
5298,Ge15Nb60Zr25,AM,meltspin,1
5299,Ge15Nb75Si10,AM,meltspin,1
5300,Ge15Nb76.5Si8.5,AM,meltspin,1
5301,Ge15Ta0Zr85,AM,meltspin,1
5302,Ge15Ta20Zr65,AM,meltspin,1
5303,Ge15Ti0Zr85,AM,meltspin,1
5304,Ge15Ti20Zr65,AM,meltspin,1
5305,Ge15V0Zr85,AM,meltspin,1
5306,Ge15V10Zr75,AM,meltspin,1
5307,Ge15V20Zr65,AM,meltspin,1
5308,Ge17Nb0Zr83,AM,meltspin,1
5309,Ge18Mn1Pd81,AM,sputtering,1
5310,Ge18Mn2Pd80,AM,sputtering,1
5311,Ge18Mn5Pd77,AM,sputtering,1
5312,Ge18Mn7Pd75,AM,sputtering,1
5313,Ge1Nb80Si19,AM,meltspin,1
5314,Ge21Pd79Si0,AM,meltspin,1
5315,Ge2Nb80Si18,AM,meltspin,1
5316,Ge2Pd84Si14,AM,meltspin,1
5317,Ge3Nb80Si17,AM,meltspin,1
5318,Ge3Pd84Si13,AM,meltspin,1
5319,Ge4Nb76Si20,AM,meltspin,1
5320,Ge4Nb80Si16,AM,meltspin,1
5321,Ge4Pd84Si12,AM,meltspin,1
5322,Ge7Pd83Si10,AM,meltspin,1
5323,Ge8Nb76Si16,AM,meltspin,1
5324,Ge8Nb78Si14,AM,meltspin,1
5325,Hf0Si15Zr85,AM,meltspin,1
5326,Hf10Si15Zr75,AM,meltspin,1
5327,Hf20Si15Zr65,AM,meltspin,1
5328,Hf30Si15Zr55,AM,meltspin,1
5329,Hf40Nb45Si15,AM,meltspin,1
5330,Hf40Si15Zr45,AM,meltspin,1
5331,Hf41Nb44Si15,AM,meltspin,1
5332,Hf42Nb43Si15,AM,meltspin,1
5333,Hf43Nb42Si15,AM,meltspin,1
5334,Hf44Nb41Si15,AM,meltspin,1
5335,Hf45Nb40Si15,AM,meltspin,1
5336,Hf46Nb39Si15,AM,meltspin,1
5337,Hf47Nb38Si15,AM,meltspin,1
5338,Hf48Nb37Si15,AM,meltspin,1
5339,Hf49Nb36Si15,AM,meltspin,1
5340,Hf50Nb35Si15,AM,meltspin,1
5341,Hf50Si15V35,AM,meltspin,1
5342,Hf51Nb34Si15,AM,meltspin,1
5343,Hf51Si15V34,AM,meltspin,1
5344,Hf52Nb33Si15,AM,meltspin,1
5345,Hf52Si15V33,AM,meltspin,1
5346,Hf53Nb32Si15,AM,meltspin,1
5347,Hf53Si15V32,AM,meltspin,1
5348,Hf54Nb31Si15,AM,meltspin,1
5349,Hf54Si15V31,AM,meltspin,1
5350,Hf55Nb30Si15,AM,meltspin,1
5351,Hf55Si15V30,AM,meltspin,1
5352,Hf55Si15Zr30,AM,meltspin,1
5353,Hf56Nb29Si15,AM,meltspin,1
5354,Hf56Si15V29,AM,meltspin,1
5355,Hf57Nb28Si15,AM,meltspin,1
5356,Hf57Si15V28,AM,meltspin,1
5357,Hf58Nb27Si15,AM,meltspin,1
5358,Hf58Si15V27,AM,meltspin,1
5359,Hf59Nb26Si15,AM,meltspin,1
5360,Hf59Si15V26,AM,meltspin,1
5361,Hf60Nb25Si15,AM,meltspin,1
5362,Hf60Si15V25,AM,meltspin,1
5363,Hf61Nb24Si15,AM,meltspin,1
5364,Hf61Si15V24,AM,meltspin,1
5365,Hf62Nb23Si15,AM,meltspin,1
5366,Hf62Si15V23,AM,meltspin,1
5367,Hf63Nb22Si15,AM,meltspin,1
5368,Hf63Si15V22,AM,meltspin,1
5369,Hf64Nb21Si15,AM,meltspin,1
5370,Hf64Si15V21,AM,meltspin,1
5371,Hf65Nb20Si15,AM,meltspin,1
5372,Hf65Si15V20,AM,meltspin,1
5373,Hf66Nb19Si15,AM,meltspin,1
5374,Hf66Si15V19,AM,meltspin,1
5375,Hf67Nb18Si15,AM,meltspin,1
5376,Hf67Ni27P6,AM,meltspin,1
5377,Hf67Ni33P0,AM,meltspin,1
5378,Hf67Si15V18,AM,meltspin,1
5379,Hf68Nb17Si15,AM,meltspin,1
5380,Hf68Si15V17,AM,meltspin,1
5381,Hf69Nb16Si15,AM,meltspin,1
5382,Hf69Si15V16,AM,meltspin,1
5383,Hf70Nb15Si15,AM,meltspin,1
5384,Hf70Si15V15,AM,meltspin,1
5385,Hf71Nb14Si15,AM,meltspin,1
5386,Hf71Si15V14,AM,meltspin,1
5387,Hf72Nb13Si15,AM,meltspin,1
5388,Hf72Si15V13,AM,meltspin,1
5389,Hf73Nb12Si15,AM,meltspin,1
5390,Hf73Si15V12,AM,meltspin,1
5391,Hf74Nb11Si15,AM,meltspin,1
5392,Hf74Si15V11,AM,meltspin,1
5393,Hf75Nb10Si15,AM,meltspin,1
5394,Hf75Si15V10,AM,meltspin,1
5395,Hf76Nb9Si15,AM,meltspin,1
5396,Hf76Si15V9,AM,meltspin,1
5397,Hf77Nb8Si15,AM,meltspin,1
5398,Hf77Si15V8,AM,meltspin,1
5399,Hf78Nb7Si15,AM,meltspin,1
5400,Hf78Si15V7,AM,meltspin,1
5401,Hf79Nb6Si15,AM,meltspin,1
5402,Hf79Si15V6,AM,meltspin,1
5403,Hf80Nb5Si15,AM,meltspin,1
5404,Hf80Si15V5,AM,meltspin,1
5405,Hf81Nb4Si15,AM,meltspin,1
5406,Hf81Si15V4,AM,meltspin,1
5407,Hf82Nb3Si15,AM,meltspin,1
5408,Hf82Si15V3,AM,meltspin,1
5409,Hf83Nb2Si15,AM,meltspin,1
5410,Hf83Si15V2,AM,meltspin,1
5411,Hf84Nb1Si15,AM,meltspin,1
5412,Hf84Si15V1,AM,meltspin,1
5413,Hf85Nb0Si15,AM,meltspin,1
5414,Hf85Si15V0,AM,meltspin,1
5415,In6Mg70Zn24,AM,meltspin,1
5416,Ir1Nb40Ni59,AM,meltspin,1
5417,Ir1Ni59Ta40,AM,meltspin,1
5418,Ir40P19Pd41,AM,meltspin,1
5419,La0Mg60Zn40,AM,meltspin,1
5420,La0Mg65Zn35,AM,meltspin,1
5421,La0Mg70Ni30,CR,meltspin,0
5422,La0Mg70Zn30,AM,meltspin,1
5423,La0Mg75Zn25,AM,meltspin,1
5424,La0Mg80Ni20,AM,meltspin,1
5425,La0Mg85Ni15,AM,meltspin,1
5426,La0Mg90Ni10,AM,meltspin,1
5427,La10Mg50Ni40,AM,meltspin,1
5428,La10Mg60Ni30,AM,meltspin,1
5429,La10Mg65Ni25,AM,meltspin,1
5430,La10Mg65Zn25,AM,meltspin,1
5431,La10Mg70Ni20,AM,meltspin,1
5432,La10Mg70Zn20,AM,meltspin,1
5433,La10Mg75Ni15,AM,meltspin,1
5434,La10Mg80Ni10,AM,meltspin,1
5435,La10Mg85Ni5,CR,meltspin,0
5436,La12Mg80Ni8,AM,meltspin,1
5437,La15Mg50Ni35,AM,meltspin,1
5438,La15Mg55Ni30,AM,meltspin,1
5439,La15Mg60Ni25,AM,meltspin,1
5440,La15Mg65Ni20,AM,meltspin,1
5441,La15Mg70Ni15,AM,meltspin,1
5442,La15Mg75Ni10,AM,meltspin,1
5443,La15Mg80Ni5,CR,meltspin,0
5444,La18Mg70Ni12,AM,meltspin,1
5445,La20Mg35Ni45,AM,meltspin,1
5446,La20Mg40Ni40,AM,meltspin,1
5447,La20Mg45Ni35,AM,meltspin,1
5448,La20Mg50Ni30,AM,meltspin,1
5449,La20Mg55Ni25,AM,meltspin,1
5450,La20Mg60Ni20,AM,meltspin,1
5451,La20Mg65Ni15,AM,meltspin,1
5452,La20Mg70Ni10,CR,meltspin,1
5453,La24Mg60Ni16,AM,meltspin,1
5454,La25Mg45Ni30,AM,meltspin,1
5455,La25Mg50Ni25,AM,meltspin,1
5456,La30Mg30Ni40,AM,meltspin,1
5457,La30Mg40Ni30,AM,meltspin,1
5458,La30Mg45Ni25,AM,meltspin,1
5459,La30Mg50Ni20,AM,meltspin,1
5460,La30Mg60Ni10,AC,meltspin,0
5461,La35Mg50Ni15,AM,meltspin,1
5462,La36Mg40Ni24,AM,meltspin,1
5463,La3Mg72Zn25,AM,meltspin,1
5464,La3Mg75Zn22,AM,meltspin,1
5465,La40Mg10Ni50,AC,meltspin,0
5466,La40Mg40Ni20,AC,meltspin,0
5467,La40Mg50Ni10,AM,meltspin,1
5468,La48Mg20Ni32,AM,meltspin,1
5469,La4Mg74Zn22,AM,meltspin,1
5470,La4Mg76Zn20,AM,meltspin,1
5471,La50Mg0Ni50,CR,meltspin,0
5472,La50Mg20Ni30,AC,meltspin,0
5473,La5Mg70Zn25,AM,meltspin,1
5474,La5Mg75Ni20,AM,meltspin,1
5475,La5Mg75Zn20,AM,meltspin,1
5476,La5Mg80Ni15,AM,meltspin,1
5477,La5Mg85Ni10,AM,meltspin,1
5478,La5Mg90Ni5,AC,meltspin,0
5479,La60Mg0Ni40,AM,meltspin,1
5480,La7Mg71Zn22,AM,meltspin,1
5481,La8Mg67Zn25,AM,meltspin,1
5482,La8Mg72Zn20,AM,meltspin,1
5483,La9Mg85Ni6,AM,meltspin,1
5484,Mg0Nd30Ni70,AC,meltspin,0
5485,Mg0Nd40Ni60,CR,meltspin,0
5486,Mg0Nd50Ni50,CR,meltspin,0
5487,Mg0Nd60Ni40,AM,meltspin,1
5488,Mg0Nd70Ni30,AM,meltspin,1
5489,Mg0Nd80Ni20,CR,meltspin,0
5490,Mg10Nd30Ni60,AC,meltspin,0
5491,Mg10Nd40Ni50,AM,meltspin,1
5492,Mg10Nd50Ni40,AM,meltspin,1
5493,Mg10Nd60Ni30,AM,meltspin,1
5494,Mg10Nd70Ni20,CR,meltspin,0
5495,Mg20Nd30Ni50,AM,meltspin,1
5496,Mg20Nd40Ni40,AM,meltspin,1
5497,Mg20Nd50Ni30,AM,meltspin,1
5498,Mg20Nd60Ni20,AM,meltspin,1
5499,Mg20Nd70Ni10,CR,meltspin,0
5500,Mg20Ni40Y40,AM,meltspin,1
5501,Mg30Nd20Ni50,CR,meltspin,0
5502,Mg30Nd40Ni30,AM,meltspin,1
5503,Mg30Nd50Ni20,AM,meltspin,1
5504,Mg30Nd60Ni10,CR,meltspin,0
5505,Mg30Ni40Y30,AM,meltspin,1
5506,Mg35Nd25Ni40,AM,meltspin,1
5507,Mg40Nd20Ni40,AM,meltspin,1
5508,Mg40Nd25Ni35,AM,meltspin,1
5509,Mg40Nd30Ni30,AM,meltspin,1
5510,Mg40Nd35Ni25,AM,meltspin,1
5511,Mg40Nd50Ni10,CR,meltspin,0
5512,Mg40Ni30Y30,AM,meltspin,1
5513,Mg40Ni40Y20,CR,meltspin,0
5514,Mg45Nd15Ni40,AM,meltspin,1
5515,Mg45Nd20Ni35,AM,meltspin,1
5516,Mg45Nd25Ni30,AM,meltspin,1
5517,Mg45Nd30Ni25,AM,meltspin,1
5518,Mg45Nd35Ni20,AM,meltspin,1
5519,Mg50Nd10Ni40,AC,meltspin,0
5520,Mg50Nd15Ni35,AM,meltspin,1
5521,Mg50Nd20Ni30,AM,meltspin,1
5522,Mg50Nd25Ni25,AM,meltspin,1
5523,Mg50Nd30Ni20,AM,meltspin,1
5524,Mg50Nd35Ni15,AM,meltspin,1
5525,Mg50Nd40Ni10,AC,meltspin,0
5526,Mg50Ni20Y30,AM,meltspin,1
5527,Mg50Ni30Y20,AM,meltspin,1
5528,Mg50Ni40Y10,AC,meltspin,0
5529,Mg55Nd10Ni35,AM,meltspin,1
5530,Mg55Nd15Ni30,AM,meltspin,1
5531,Mg55Nd20Ni25,AM,meltspin,1
5532,Mg55Nd25Ni20,AM,meltspin,1
5533,Mg55Nd30Ni15,AM,meltspin,1
5534,Mg55Nd35Ni10,AM,meltspin,1
5535,Mg60Nd10Ni30,AM,meltspin,1
5536,Mg60Nd15Ni25,AM,meltspin,1
5537,Mg60Nd20Ni20,AM,meltspin,1
5538,Mg60Nd25Ni15,AM,meltspin,1
5539,Mg60Nd30Ni10,AM,meltspin,1
5540,Mg60Ni20Y20,AM,meltspin,1
5541,Mg60Ni25Y15,AM,meltspin,1
5542,Mg60Ni30Y10,AM,meltspin,1
5543,Mg65Nd10Ni25,AM,meltspin,1
5544,Mg65Nd15Ni20,AM,meltspin,1
5545,Mg65Nd20Ni15,AM,meltspin,1
5546,Mg65Nd25Ni10,AM,meltspin,1
5547,Mg65Nd5Ni30,AM,meltspin,1
5548,Mg65Ni15Y20,AM,meltspin,1
5549,Mg65Ni20Y15,AM,meltspin,1
5550,Mg65Ni25Y10,AM,meltspin,1
5551,Mg65Ni30Y5,AM,meltspin,1
5552,Mg70Nd0Ni30,CR,meltspin,0
5553,Mg70Nd10Ni20,AM,meltspin,1
5554,Mg70Nd15Ni15,AM,meltspin,1
5555,Mg70Nd20Ni10,AM,meltspin,1
5556,Mg70Ni10Y20,AC,meltspin,0
5557,Mg70Ni15Y15,AM,meltspin,1
5558,Mg70Ni20Y10,AM,meltspin,1
5559,Mg70Sn6Zn24,AM,meltspin,1
5560,Mg75Nd10Ni15,AM,meltspin,1
5561,Mg75Nd15Ni10,AM,meltspin,1
5562,Mg75Nd20Ni5,AM,meltspin,1
5563,Mg75Nd5Ni20,AM,meltspin,1
5564,Mg75Ni10Y15,AM,meltspin,1
5565,Mg75Ni15Y10,AM,meltspin,1
5566,Mg75Ni20Y5,AM,meltspin,1
5567,Mg77.5Mn10Y12.5,CR,meltspin,0
5568,Mg80Mn15Y5,CR,meltspin,0
5569,Mg80Nd0Ni20,AM,meltspin,1
5570,Mg80Nd10Ni10,AM,meltspin,1
5571,Mg80Nd15Ni5,AC,meltspin,0
5572,Mg80Ni10Y10,AM,meltspin,1
5573,Mg80Ni15Y5,AM,meltspin,1
5574,Mg80Ni20Y0,AM,meltspin,1
5575,Mg80Ni5Y15,AC,meltspin,0
5576,Mg81Mn4Y15,CR,meltspin,0
5577,Mg82.5Mn10Y7.5,CR,meltspin,0
5578,Mg82Mn8Y10,AC,meltspin,0
5579,Mg83Mn2Y15,AC,meltspin,0
5580,Mg83Nd5Ni12,AM,meltspin,1
5581,Mg84.5Mn8Y7.5,AC,meltspin,0
5582,Mg84Mn6Y10,AM,meltspin,1
5583,Mg85Mn0Y15,AM,meltspin,1
5584,Mg85Mn15Y0,CR,meltspin,0
5585,Mg85Nd10Ni5,AM,meltspin,1
5586,Mg85Nd15Ni0,CR,meltspin,0
5587,Mg85Nd5Ni10,AM,meltspin,1
5588,Mg85Ni10Y5,AM,meltspin,1
5589,Mg85Ni5Y10,AM,meltspin,1
5590,Mg86.5Mn6Y7.5,AM,meltspin,1
5591,Mg86Mn2Y12,AM,meltspin,1
5592,Mg86Mn4Y10,AM,meltspin,1
5593,Mg87.5Mn10Y2.5,AC,meltspin,0
5594,Mg87Mn8Y5,AM,meltspin,1
5595,Mg88.5Mn4Y7.5,AM,meltspin,1
5596,Mg88Mn2Y10,AM,meltspin,1
5597,Mg88Nd5Ni7,AM,meltspin,1
5598,Mg89.5Mn8Y2.5,AC,meltspin,0
5599,Mg89Mn6Y5,AM,meltspin,1
5600,Mg90.5Mn2Y7.5,AC,meltspin,0
5601,Mg90Mn0Y10,CR,meltspin,0
5602,Mg90Mn10Y0,CR,meltspin,0
5603,Mg90Nd0Ni10,AC,meltspin,0
5604,Mg90Nd10Ni0,CR,meltspin,0
5605,Mg90Nd5Ni5,AC,meltspin,0
5606,Mg90Nd7.5Ni2.5,AM,meltspin,1
5607,Mg90Ni5Y5,CR,meltspin,0
5608,Mg91.5Mn6Y2.5,AM,meltspin,1
5609,Mg91Mn4Y5,AM,meltspin,1
5610,Mg92.5Mn7.5Y0,CR,meltspin,0
5611,Mg92.5Nd7.5Ni0,AC,meltspin,0
5612,Mg93.5Mn4Y2.5,CR,meltspin,0
5613,Mg93Mn2Y5,AC,meltspin,0
5614,Mg95.5Mn2Y2.5,CR,meltspin,0
5615,Mg95Mn5Y0,AC,meltspin,0
5616,Mg95Nd5Ni0,CR,meltspin,0
5617,Mg97.5Nd2.5Ni0,CR,meltspin,0
5618,Mn0Ni33Zr67,AM,meltspin,1
5619,Mn0Pd80Si20,AM,meltspin,1
5620,Mn10Ni29.7Zr60.3,AM,meltspin,1
5621,Mn15Ni28.05Zr56.95,AM,meltspin,1
5622,Mn1Pd79Si20,AM,meltspin,1
5623,Mn20Ni26.4Zr53.6,AM,meltspin,1
5624,Mn25Ni24.75Zr50.25,AM,meltspin,1
5625,Mn2Pd78Si20,AM,meltspin,1
5626,Mn30Ni23.1Zr46.9,AM,meltspin,1
5627,Mn33Ni0.05Zr66.95,AM,meltspin,1
5628,Mn33Ni0.15Zr66.85,AM,meltspin,1
5629,Mn33Ni0.1Zr66.9,AM,meltspin,1
5630,Mn33Ni0.2Zr66.8,AM,meltspin,1
5631,Mn3Pd77Si20,AM,meltspin,1
5632,Mn4Pd76Si20,AM,meltspin,1
5633,Mn5Ni31.35Zr63.65,AM,meltspin,1
5634,Mn5Pd75Si20,AM,meltspin,1
5635,Mn6Pd74Si20,AM,meltspin,1
5636,Mn74P13Si13,AM,meltspin,1
5637,Mn74P3Si23,AM,meltspin,1
5638,Mn7Pd73Si20,AM,meltspin,1
5639,Mo0Nb80Si20,AM,meltspin,1
5640,Mo0Si15Zr85,AM,meltspin,1
5641,Mo10Nb70Si20,AM,meltspin,1
5642,Mo10Si15Zr75,AM,meltspin,1
5643,Mo12Ni69P19,AM,meltspin,1
5644,Mo13Ni68P19,AM,meltspin,1
5645,Mo15Nb65Si20,AM,meltspin,1
5646,Mo15Si15Zr70,AM,meltspin,1
5647,Mo16P20Ru64,AM,meltspin,1
5648,Mo20Nb60Si20,AM,meltspin,1
5649,Mo20Si15Zr65,AM,meltspin,1
5650,Mo25Nb55Si20,AM,meltspin,1
5651,Mo30Nb50Si20,AM,meltspin,1
5652,Mo32P20Ru48,AM,meltspin,1
5653,Mo35Nb45Si20,CR,meltspin,0
5654,Mo48P20Rh32,AM,meltspin,1
5655,Mo48P20Ru32,AM,meltspin,1
5656,Mo5Nb75Si20,AM,meltspin,1
5657,Mo5Ni75P20,AM,meltspin,1
5658,Mo5Si15Zr80,AM,meltspin,1
5659,Mo64P20Ru16,AM,meltspin,1
5660,Mo7Ni73P20,AM,meltspin,1
5661,Mo9Ni72P19,AM,meltspin,1
5662,Nb0Ni50Ta50,AM,meltspin,1
5663,Nb0Ni60Ta40,AM,meltspin,1
5664,Nb0Ni65Ta35,AM,meltspin,1
5665,Nb0Ni70Ta30,AM,meltspin,1
5666,Nb0Ni80Ta20,AM,meltspin,1
5667,Nb0Ni90Ta10,AM,meltspin,1
5668,Nb0Si10Ti90,CR,meltspin,0
5669,Nb0Si13Ti87,AM,meltspin,1
5670,Nb0Si13Zr87,AM,meltspin,1
5671,Nb0Si15Ti85,AM,meltspin,1
5672,Nb0Si15Zr85,AM,meltspin,1
5673,Nb0Si17Zr83,AM,meltspin,1
5674,Nb0Si20Ti80,AM,meltspin,1
5675,Nb0Si22Ti78,AM,meltspin,1
5676,Nb0Si25Ti75,CR,meltspin,0
5677,Nb0Si5Ti95,CR,meltspin,0
5678,Nb10Ni60Ta30,AM,meltspin,1
5679,Nb10Si10Ti80,CR,meltspin,0
5680,Nb10Si15Ti75,AM,meltspin,1
5681,Nb10Si15Zr75,AM,meltspin,1
5682,Nb15Ni60Ta25,AM,meltspin,1
5683,Nb15Si15Ti70,AM,meltspin,1
5684,Nb15Si17.5Ti67.5,AM,meltspin,1
5685,Nb20Ni60Ta20,AM,meltspin,1
5686,Nb20Si10Ti70,CR,meltspin,0
5687,Nb20Si15Ti65,AM,meltspin,1
5688,Nb20Si15Zr65,AM,meltspin,1
5689,Nb25Ni60Ta15,AM,meltspin,1
5690,Nb25Si15Ti60,AM,meltspin,1
5691,Nb25Si17.5Ti57.5,AM,meltspin,1
5692,Nb30Ni60Ta10,AM,meltspin,1
5693,Nb30Si10Ti60,CR,meltspin,0
5694,Nb30Si11Zr59,AC,meltspin,0
5695,Nb30Si12Ti58,AC,meltspin,0
5696,Nb30Si13Ti57,AC,meltspin,0
5697,Nb30Si13Zr57,AM,meltspin,1
5698,Nb30Si14Ti56,AM,meltspin,1
5699,Nb30Si15Ti55,AM,meltspin,1
5700,Nb30Si15Zr55,AM,meltspin,1
5701,Nb30Si16Ti54,AM,meltspin,1
5702,Nb30Si17.5Ti52.5,AM,meltspin,1
5703,Nb30Si17Zr53,AM,meltspin,1
5704,Nb30Si18Ti52,AM,meltspin,1
5705,Nb30Si20Ti50,CR,meltspin,0
5706,Nb30Si5Zr65,CR,meltspin,0
5707,Nb30Si7Zr63,CR,meltspin,0
5708,Nb30Si9Zr61,AC,meltspin,0
5709,Nb35Ni60Ta5,AM,meltspin,1
5710,Nb35Si15Ti50,AM,meltspin,1
5711,Nb40Ni57Pt3,AM,meltspin,1
5712,Nb40Ni59Pd1,AM,meltspin,1
5713,Nb40Ni59Pt1,AM,meltspin,1
5714,Nb40Ni60Ta0,AM,meltspin,1
5715,Nb40Si11Zr49,AM,meltspin,1
5716,Nb40Si13Zr47,AM,meltspin,1
5717,Nb40Si15Ti45,AM,meltspin,1
5718,Nb40Si15Zr45,AM,meltspin,1
5719,Nb40Si17Zr43,AM,meltspin,1
5720,Nb40Si5Zr55,CR,meltspin,0
5721,Nb40Si7Zr53,AC,meltspin,0
5722,Nb40Si9Zr51,AM,meltspin,1
5723,Nb45Si15Ti40,CR,meltspin,1
5724,Nb47Si13Ti40,CR,meltspin,0
5725,Nb47Si25Ti28,CR,meltspin,0
5726,Nb50Ni50Ta0,AM,meltspin,1
5727,Nb50Si13Ti37,CR,meltspin,0
5728,Nb50Si15Ti35,CR,meltspin,1
5729,Nb50Si15Zr35,AM,meltspin,1
5730,Nb50Si20Zr30,CR,meltspin,0
5731,Nb50Si25Ti25,CR,meltspin,0
5732,Nb52Si18Ti30,AM,meltspin,1
5733,Nb54Si16Ti30,AM,meltspin,1
5734,Nb55Si15Ti30,AM,meltspin,1
5735,Nb55Si20V25,CR,meltspin,0
5736,Nb55Si20Zr25,AM,meltspin,1
5737,Nb56Si14Ti30,AM,meltspin,1
5738,Nb5Si15Ti80,AM,meltspin,1
5739,Nb60Ni40Ta0,AM,meltspin,1
5740,Nb60Si15Ti25,AM,meltspin,1
5741,Nb60Si15Zr25,AM,meltspin,1
5742,Nb60Si20V20,AM,meltspin,1
5743,Nb60Si20Zr20,AM,meltspin,1
5744,Nb65Si15Ti20,AM,meltspin,1
5745,Nb65Si20Ta15,CR,meltspin,0
5746,Nb65Si20V15,AM,meltspin,1
5747,Nb65Si20W15,CR,meltspin,0
5748,Nb65Si20Zr15,AM,meltspin,1
5749,Nb68Si17Ti15,AM,meltspin,1
5750,Nb70Si15Ti15,AM,meltspin,1
5751,Nb70Si15Zr15,AM,meltspin,1
5752,Nb70Si20Ta10,AM,meltspin,1
5753,Nb70Si20V10,AM,meltspin,1
5754,Nb70Si20W10,AM,meltspin,1
5755,Nb70Si20Zr10,AM,meltspin,1
5756,Nb75Si15Ti10,AM,meltspin,1
5757,Nb75Si20Ta5,AM,meltspin,1
5758,Nb75Si20V5,AM,meltspin,1
