,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
901,mp-35311,ZnCrF6,8,148,105.35723006,"Full Formula (Zn1 Cr1 F6)
Reduced Formula: ZnCrF6
abc   :   5.442054   5.442054   5.442054
angles:  56.728470  56.728459  56.728462
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0         0         0
  1  Cr    0.5       0.5       0.5
  2  F     0.15523   0.370933  0.736062
  3  F     0.370933  0.736062  0.15523
  4  F     0.736062  0.15523   0.370933
  5  F     0.263938  0.84477   0.629067
  6  F     0.629067  0.263938  0.84477
  7  F     0.84477   0.629067  0.263938",1.55,"[[2.99661937, 0.038281670000000004, 0.02639363], [0.03828156, 2.94595218, 0.01418281], [0.026393780000000002, 0.01418254, 2.9351596300000002]]","[[8.21469529, 0.329606189999999, 0.22726236], [0.329606079999999, 7.7784128599999995, 0.12213872], [0.22726251, 0.12213845000000001, 7.686558290000001]]",1.72,2.96,7.89,True
902,mp-557373,Cu2WS4,7,121,158.066776032,"Full Formula (Cu2 W1 S4)
Reduced Formula: Cu2WS4
abc   :   5.457019   5.457020   6.562334
angles: 114.568662 114.568666  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cu    0.5       0         0
  1  Cu    0         0.5       0
  2  W     0         0         0
  3  S     0.88533   0.88533   0.245175
  4  S     0.359845  0.359845  0.245175
  5  S     0.11467   0.640155  0.754825
  6  S     0.640155  0.11467   0.754825",1.55,"[[6.49566189, -0.44432293, -0.74207296], [-0.44432293, 6.28927723, -0.93416943], [-0.74207296, -0.93416943, 5.28844145]]","[[6.87231007, -0.49352328, -0.82413176], [-0.49352328, 6.64303715, -1.037390649999999], [-0.82413176, -1.037390649999999, 5.53178976]]",2.45,6.02,6.35,True
903,mp-25005,MnSnO3,10,148,125.96271635299999,"Full Formula (Mn2 Sn2 O6)
Reduced Formula: MnSnO3
abc   :   5.823998   5.823998   5.823998
angles:  55.764176  55.764170  55.764173
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mn    0.362321  0.36232   0.362321
  1  Mn    0.63768   0.637679  0.637679
  2  Sn    0.151029  0.15103   0.151031
  3  Sn    0.848971  0.848971  0.84897
  4  O     0.770411  0.445633  0.045112
  5  O     0.445632  0.045112  0.770412
  6  O     0.045113  0.770411  0.445633
  7  O     0.229589  0.554368  0.954887
  8  O     0.954887  0.22959   0.554366
  9  O     0.554368  0.954886  0.229589",0.88,"[[4.65716023, -0.04822758, -0.133314], [-0.048229680000000004, 4.69446662, -0.09137711], [-0.13331325, -0.09137821, 4.47493908]]","[[12.77064752, 0.26884169, 0.74313255], [0.26883959, 12.56362158, 0.51011301], [0.7431333, 0.51011191, 13.788668450000001]]",2.15,4.61,13.04,True
904,mp-28473,CClF3,10,36,180.848240017,"Full Formula (C2 Cl2 F6)
Reduced Formula: CClF3
abc   :   4.894075   6.193186   6.193187
angles: 105.545205  90.000000  90.000000
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0.001557  0.310363  0.689637
  1  C     0.501557  0.689637  0.310363
  2  Cl    0.092727  0.13833   0.86167
  3  Cl    0.592727  0.86167   0.13833
  4  F     0.727022  0.324568  0.675432
  5  F     0.227022  0.675432  0.324568
  6  F     0.102097  0.227191  0.480485
  7  F     0.602097  0.772809  0.519515
  8  F     0.102097  0.519515  0.772809
  9  F     0.602097  0.480485  0.227191",6.61,"[[1.83071015, 0.0, 0.0], [0.0, 1.8772395400000002, -0.10196359], [0.0, -0.10196359, 1.93684201]]","[[2.12174365, 2.4830000000000005e-05, 3.702e-05], [2.4830000000000005e-05, 2.22085929, -0.16531285], [3.702e-05, -0.16531285, 2.31753614]]",1.37,1.88,2.22,True
905,mp-12908,ScAgSe2,4,164,88.5995389719,"Full Formula (Sc1 Ag1 Se2)
Reduced Formula: ScAgSe2
abc   :   3.925932   3.925932   6.637664
angles:  90.000000  90.000000 119.999999
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Sc    0         0         0
  1  Ag    0         0         0.5
  2  Se    0.333333  0.666667  0.231786
  3  Se    0.666667  0.333333  0.768214",0.68,"[[12.50744907, 0.0, 0.0], [0.0, 12.50745021, 0.0], [0.0, 0.0, 11.8454648]]","[[33.25053412, -5.699999999999999e-07, 1e-08], [-5.699999999999999e-07, 33.25118799, -4.61e-06], [1e-08, -4.61e-06, 19.3268338]]",3.51,12.29,28.61,True
906,mp-28302,K4CdP2,7,166,258.701091275,"Full Formula (K4 Cd1 P2)
Reduced Formula: K4CdP2
abc   :   5.725105   5.725015   9.693844
angles: 107.158752  90.000000 120.000512
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.39285   0.7857    0.677909
  1  K     0.207832  0.415664  0.123651
  2  K     0.792168  0.584336  0.876349
  3  K     0.60715   0.2143    0.322091
  4  Cd    0         0         0.5
  5  P     0.911184  0.822369  0.234144
  6  P     0.088816  0.177631  0.765856",0.82,"[[4.36599151, 4.9e-07, 6.000000000000001e-08], [4.9e-07, 4.5661957, 0.5500710400000001], [6.000000000000001e-08, 0.55007717, 5.87314549]]","[[7.49602143, 9.614000000000001e-05, 3.7940000000000006e-05], [9.614000000000001e-05, 7.9155377399999995, 1.1451352], [3.7940000000000006e-05, 1.14514133, 10.38131864]]",2.22,4.94,8.6,True
907,mp-866132,Na2TlSb,4,225,110.59291225,"Full Formula (Na2 Tl1 Sb1)
Reduced Formula: Na2TlSb
abc   :   5.387833   5.387833   5.387833
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0         0         0
  1  Na    0.500001  0.500001  0.500001
  2  Tl    0.75      0.75      0.75
  3  Sb    0.25      0.25      0.25",0.38,"[[36.37220782, 0.0, 0.0], [0.0, 36.37220782, 0.0], [0.0, 0.0, 36.37220782]]","[[172.51243809, 0.0, 0.0], [0.0, 172.5124016, 0.0], [0.0, 0.0, 172.52657955]]",6.03,36.37,172.52,True
908,mp-559161,CrCdF6,8,148,117.32088255200001,"Full Formula (Cr1 Cd1 F6)
Reduced Formula: CrCdF6
abc   :   5.675149   5.675148   5.675148
angles:  56.017062  56.017065  56.017064
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cr    0         0         0
  1  Cd    0.5       0.5       0.5
  2  F     0.350423  0.094014  0.782595
  3  F     0.094014  0.782595  0.350423
  4  F     0.217405  0.649577  0.905986
  5  F     0.905986  0.217405  0.649577
  6  F     0.649577  0.905986  0.217405
  7  F     0.782595  0.350423  0.094014",1.66,"[[2.76017389, 0.013196330000000001, 0.03698586], [0.01319625, 2.74987116, 0.02526682], [0.03698589, 0.02526678, 2.81167207]]","[[6.88616446, 0.12195405000000001, 0.34179904], [0.12195397000000001, 6.79105687, 0.23341924], [0.34179907000000004, 0.2334192, 7.3623385500000005]]",1.67,2.77,7.01,True
909,mp-570172,HgIBr,6,36,265.269309745,"Full Formula (Hg2 I2 Br2)
Reduced Formula: HgIBr
abc   :   4.538842   4.538841  13.655510
angles:  90.000000  90.000000 109.446808
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Hg    0.825666  0.174334  0.00275
  1  Hg    0.174334  0.825666  0.50275
  2  I     0.904676  0.095324  0.629599
  3  I     0.095324  0.904676  0.129599
  4  Br    0.577492  0.422508  0.879651
  5  Br    0.422508  0.577492  0.379651",2.35,"[[3.95265965, -0.40615159, 0.0], [-0.40615159, 3.61250122, 0.0], [0.0, 0.0, 3.4900941]]","[[14.855906319999999, -0.63023945, 8.69e-05], [-0.63023945, 13.300239040000001, -3.906e-05], [8.69e-05, -3.906e-05, 4.19108857]]",1.92,3.69,10.78,True
910,mp-13903,ZnSnF6,8,148,115.63260302100001,"Full Formula (Zn1 Sn1 F6)
Reduced Formula: ZnSnF6
abc   :   5.615956   5.615956   5.615956
angles:  56.677086  56.677084  56.677082
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0.5       0.5       0.5
  1  Sn    0         0         0
  2  F     0.24657   0.868995  0.63792
  3  F     0.868995  0.63792   0.24657
  4  F     0.36208   0.75343   0.131005
  5  F     0.131005  0.36208   0.75343
  6  F     0.75343   0.131005  0.36208
  7  F     0.63792   0.24657   0.868995",3.71,"[[2.32102981, 0.00531805, 0.01430255], [0.0053175900000000005, 2.31699331, 0.00986969], [0.01430272, 0.00986944, 2.33986913]]","[[6.19200217, 0.11865016, 0.31909930000000003], [0.1186497, 6.10193635, 0.220211859999999], [0.31909947, 0.22021161, 6.61236682]]",1.53,2.33,6.3,True
911,mp-37153,AgAsF6,8,225,150.983219749,"Full Formula (Ag1 As1 F6)
Reduced Formula: AgAsF6
abc   :   5.976972   5.976972   5.976972
angles:  60.000001  59.999999  60.000002
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ag    0.5       0.5       0.5
  1  As    0         0         0
  2  F     0.210579  0.789421  0.210579
  3  F     0.210579  0.210579  0.789421
  4  F     0.789421  0.210579  0.210579
  5  F     0.210579  0.789421  0.789421
  6  F     0.789421  0.789421  0.210579
  7  F     0.789421  0.210579  0.789421",1.68,"[[2.28590233, 0.0, 0.0], [0.0, 2.28590269, -1.6e-07], [0.0, -1.6e-07, 2.28590214]]","[[4.28529245, 1e-08, 0.0], [1e-08, 4.28500273, 1.8310000000000003e-05], [0.0, 1.8310000000000003e-05, 4.2851087]]",1.51,2.29,4.29,True
912,mp-865101,NaLi2Bi,4,225,86.16815787690001,"Full Formula (Na1 Li2 Bi1)
Reduced Formula: NaLi2Bi
abc   :   4.957780   4.957780   4.957780
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.75      0.75      0.75
  1  Li    0.499999  0.499999  0.499999
  2  Li    0         0         0
  3  Bi    0.25      0.25      0.25",0.33,"[[16.51254771, 0.0, 0.0], [0.0, 16.51254771, 0.0], [0.0, 0.0, 16.51254771]]","[[25.37055372, 0.0, 0.0], [0.0, 25.37037505, 0.0], [0.0, 0.0, 25.370450419999997]]",4.06,16.51,25.37,True
913,mp-22937,Na4I2O,7,139,178.59007244400001,"Full Formula (Na4 I2 O1)
Reduced Formula: Na4I2O
abc   :   4.707509   4.707509   8.719286
angles: 105.661182 105.661179  89.999998
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0.142765  0.142765  0.285529
  1  Na    0         0.5       0
  2  Na    0.857235  0.857235  0.714471
  3  Na    0.5       0         0
  4  I     0.346773  0.346773  0.693545
  5  I     0.653227  0.653227  0.306455
  6  O     0         0         0",2.21,"[[3.4544798, 0.00059437, 0.00195936], [0.00059437, 3.45457295, 0.0021197300000000002], [0.00195936, 0.0021197300000000002, 3.4609202]]","[[8.52034237, -0.06751278000000001, -0.22236553], [-0.06751278000000001, 8.50971082, -0.24062524000000002], [-0.22236553, -0.24062524000000002, 7.78778861]]",1.86,3.46,8.27,True
914,mp-3772,Cd(GaSe2)2,7,82,189.71851932099997,"Full Formula (Cd1 Ga2 Se4)
Reduced Formula: Cd(GaSe2)2
abc   :   5.875322   5.875322   6.889534
angles: 115.238976 115.238979  89.999999
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0         0         0
  1  Ga    0.25      0.75      0.5
  2  Ga    0.5       0.5       0
  3  Se    0.86526   0.875888  0.275842
  4  Se    0.410581  0.399954  0.275842
  5  Se    0.124112  0.589419  0.724158
  6  Se    0.600046  0.13474   0.724158",1.35,"[[7.4306976, 0.01319157, 0.02233547], [0.01317975, 7.43669842, 0.02799614], [0.02234244, 0.02799057, 7.46760214]]","[[11.01776553, 0.037494509999999, 0.06356777], [0.03748269, 11.034909110000001, 0.07963423], [0.06357474, 0.079628659999999, 11.12267559]]",2.73,7.44,11.06,True
915,mp-10748,TaCu3S4,8,215,169.427157825,"Full Formula (Ta1 Cu3 S4)
Reduced Formula: TaCu3S4
abc   :   5.533429   5.533429   5.533429
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ta    0         0         0
  1  Cu    0         0         0.5
  2  Cu    0         0.5       0
  3  Cu    0.5       0         0
  4  S     0.242028  0.757973  0.757973
  5  S     0.757973  0.757973  0.242028
  6  S     0.757973  0.242028  0.757973
  7  S     0.242028  0.242028  0.242028",1.92,"[[6.07196387, 0.0, 0.0], [0.0, 6.07196387, 0.0], [0.0, 0.0, 6.07196387]]","[[6.37729065, -1e-08, -2e-08], [-1e-08, 6.3772946600000004, -2e-08], [-2e-08, -2e-08, 6.37733674]]",2.46,6.07,6.38,True
916,mp-27418,KAuO2,4,47,68.3992278832,"Full Formula (K1 Au1 O2)
Reduced Formula: KAuO2
abc   :   3.081632   3.774016   5.881210
angles:  90.000000  90.000000  90.000000
Sites (4)
  #  SP      a    b         c
---  ----  ---  ---  --------
  0  K     0    0.5  0.5
  1  Au    0    0    0
  2  O     0.5  0    0.770507
  3  O     0.5  0    0.229493",1.07,"[[6.44767419, 0.0, 0.0], [0.0, 2.9040022, 0.0], [0.0, 0.0, 3.585822]]","[[14.547653799999999, -2e-08, -1.1e-07], [-2e-08, 6.22769904, 0.0], [-1.1e-07, 0.0, 7.506821179999999]]",2.08,4.31,9.43,True
917,mp-9657,LiAsO3,10,148,100.28834942299999,"Full Formula (Li2 As2 O6)
Reduced Formula: LiAsO3
abc   :   5.593871   5.593871   5.593871
angles:  51.931509  51.931504  51.931513
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.866692  0.866692  0.866692
  1  Li    0.133308  0.133308  0.133308
  2  As    0.66148   0.66148   0.66148
  3  As    0.33852   0.33852   0.33852
  4  O     0.064333  0.703355  0.450544
  5  O     0.450544  0.064333  0.703355
  6  O     0.296645  0.549456  0.935667
  7  O     0.935667  0.296645  0.549456
  8  O     0.549456  0.935667  0.296645
  9  O     0.703355  0.450544  0.064333",3.39,"[[3.75781769, -0.10735866000000001, -0.32939037], [-0.10735875, 3.84640573, -0.22042519], [-0.32939034, -0.22042523, 3.2419512]]","[[11.61739429, -0.20152171, -0.6173423100000001], [-0.2015218, 11.78340953, -0.41325363], [-0.61734228, -0.41325367, 10.65379989]]",1.9,3.62,11.35,True
918,mp-760375,Li3VS4,8,215,211.22125698,"Full Formula (Li3 V1 S4)
Reduced Formula: Li3VS4
abc   :   5.955422   5.955422   5.955422
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Li    0        0        0.5
  1  Li    0        0.5      0
  2  Li    0.5      0        0
  3  V     0        0        0
  4  S     0.20962  0.20962  0.20962
  5  S     0.20962  0.79038  0.79038
  6  S     0.79038  0.20962  0.79038
  7  S     0.79038  0.79038  0.20962",1.88,"[[3.16461179, 0.0, 0.0], [0.0, 3.16461179, 0.0], [0.0, 0.0, 3.16461179]]","[[4.15473155, -2e-08, -3.0000000000000004e-08], [-2e-08, 4.15462917, -2e-08], [-3.0000000000000004e-08, -2e-08, 4.154727129999999]]",1.78,3.16,4.15,True
919,mp-32403,Ni(HO)2,5,164,39.8323760732,"Full Formula (Ni1 H2 O2)
Reduced Formula: Ni(HO)2
abc   :   3.161350   3.161350   4.602147
angles:  90.000000  90.000000 120.000004
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni    0         0         0
  1  H     0.666668  0.333333  0.56665
  2  H     0.333333  0.666665  0.433351
  3  O     0.333333  0.666665  0.221767
  4  O     0.666668  0.333333  0.778231",3.13,"[[3.3678306, 0.0, 0.0], [0.0, 3.36782959, 0.0], [0.0, 0.0, 3.15201724]]","[[7.02303408, 0.0, 0.0], [0.0, 7.023094329999999, 3.5770000000000005e-05], [0.0, 3.5770000000000005e-05, 4.14171646]]",1.82,3.3,6.06,True
920,mp-4608,KPF6,8,148,113.148591937,"Full Formula (K1 P1 F6)
Reduced Formula: KPF6
abc   :   4.886727   4.886726   4.886727
angles:  97.775563  97.775566  97.775560
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.5       0.5       0.5
  1  P     0         0         0
  2  F     0.786635  0.075661  0.741995
  3  F     0.075661  0.741995  0.786635
  4  F     0.258005  0.213365  0.924339
  5  F     0.924339  0.258005  0.213365
  6  F     0.213365  0.924339  0.258005
  7  F     0.741995  0.786635  0.075661",7.02,"[[1.85926758, 0.01194447, 0.00899046], [0.01194434, 1.86291592, 0.01046806], [0.00899062, 0.01046792, 1.85688866]]","[[5.97037753, -0.55426179, -0.41743296], [-0.55426192, 5.801156, -0.48607495], [-0.4174328, -0.48607509, 6.08501148]]",1.36,1.86,5.95,True
921,mp-13983,ZnPdF6,8,148,104.25659822799999,"Full Formula (Zn1 Pd1 F6)
Reduced Formula: ZnPdF6
abc   :   5.472602   5.472602   5.472603
angles:  55.671468  55.671467  55.671464
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Zn    0.5       0.5       0.5
  1  Pd    0         0         0
  2  F     0.382854  0.104301  0.759091
  3  F     0.104301  0.759091  0.382854
  4  F     0.240909  0.617146  0.895699
  5  F     0.895699  0.240909  0.617146
  6  F     0.617146  0.895699  0.240909
  7  F     0.759091  0.382854  0.104301",1.59,"[[4.0233672, 0.04875652, 0.13827874], [0.04875652, 3.98501002, 0.09419923000000001], [0.13827874, 0.09419923000000001, 4.21895869]]","[[6.99629112, 0.16378463000000001, 0.46453315], [0.16378463000000001, 6.86754326, 0.31647661], [0.46453315, 0.31647661, 7.65345837]]",2.02,4.08,7.17,True
922,mp-20282,CsPbF3,10,161,232.146778386,"Full Formula (Cs2 Pb2 F6)
Reduced Formula: CsPbF3
abc   :   6.837817   6.837817   6.837817
angles:  61.195525  61.195521  61.195528
Sites (10)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cs    0.240541  0.240541  0.240541
  1  Cs    0.740541  0.740541  0.740541
  2  Pb    0.994495  0.994495  0.994495
  3  Pb    0.494495  0.494495  0.494495
  4  F     0.290871  0.773662  0.185631
  5  F     0.773662  0.185631  0.290871
  6  F     0.185631  0.290871  0.773662
  7  F     0.685631  0.273662  0.790871
  8  F     0.790871  0.685631  0.273662
  9  F     0.273662  0.790871  0.685631",3.34,"[[2.87336744, -0.0025663, -0.00598411], [-0.0025663, 2.87510779, -0.00429006], [-0.00598411, -0.00429006, 2.86694326]]","[[20.32977768, -0.57378354, -1.33796395], [-0.57378354, 20.718890180000002, -0.959149799999999], [-1.33796395, -0.959149799999999, 18.89375182]]",1.69,2.87,19.98,True
923,mp-7921,MgPdF6,8,148,103.135037648,"Full Formula (Mg1 Pd1 F6)
Reduced Formula: MgPdF6
abc   :   5.435685   5.435685   5.435685
angles:  56.034761  56.034766  56.034773
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0.5       0.5       0.5
  1  Pd    0         0         0
  2  F     0.378455  0.11112   0.757871
  3  F     0.11112   0.757871  0.378455
  4  F     0.242129  0.621545  0.88888
  5  F     0.88888   0.242129  0.621545
  6  F     0.621545  0.88888   0.242129
  7  F     0.757871  0.378455  0.11112",1.83,"[[3.04698792, 0.03326579, 0.09195321000000001], [0.033264840000000004, 3.02125687, 0.06302831], [0.09195355, 0.06302781, 3.17267555]]","[[5.438474579999999, 0.11665088, 0.32249942], [0.11664992999999901, 5.34826277, 0.22103305], [0.32249976, 0.22103255, 5.87950647]]",1.76,3.08,5.56,True
924,mp-11739,KLaTe2,4,166,158.815464381,"Full Formula (K1 La1 Te2)
Reduced Formula: KLaTe2
abc   :   8.659142   8.659142   8.659143
angles:  31.657191  31.657189  31.657193
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0.5       0.5       0.5
  1  La    0         0         0
  2  Te    0.261459  0.261459  0.261459
  3  Te    0.738541  0.738541  0.738541",1.7,"[[6.63177269, -0.0865291, -0.50295263], [-0.0865291, 6.72142645, -0.30588207], [-0.50295263, -0.30588207, 4.99610453]]","[[15.22701152, -0.31259839, -1.81712913], [-0.31259839, 15.550122080000001, -1.10635828], [-1.81712913, -1.10635828, 9.30657075]]",2.47,6.12,13.36,True
925,mp-5513,Tl3VS4,8,217,226.02187528299999,"Full Formula (Tl3 V1 S4)
Reduced Formula: Tl3VS4
abc   :   6.646466   6.646466   6.646466
angles: 109.471223 109.471224 109.471216
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Tl    0.5       0         0.5
  1  Tl    0.5       0.5       0
  2  Tl    0         0.5       0.5
  3  V     0         0         0
  4  S     0.326153  0.326153  0.326153
  5  S     0.673847  0         0
  6  S     0         0.673847  0
  7  S     0         0         0.673847",1.95,"[[7.37951732, 0.0, -3.8999999999999997e-07], [0.0, 7.37951853, -6.8e-07], [-3.8999999999999997e-07, -6.8e-07, 7.37951789]]","[[23.38944146, -0.00034225, -0.0017470300000000001], [-0.00034225, 23.39776139, -0.00024198], [-0.0017470300000000001, -0.00024198, 23.37086038]]",2.72,7.38,23.39,True
